collection_id,loan_id,application_no,reason
75883,790,HEV-RJ-197,tracker_paid_on_missing_or_invalid
75884,790,HEV-RJ-197,tracker_paid_on_missing_or_invalid
75885,790,HEV-RJ-197,tracker_paid_on_missing_or_invalid
75886,790,HEV-RJ-197,tracker_paid_on_missing_or_invalid
75887,790,HEV-RJ-197,tracker_paid_on_missing_or_invalid
75888,790,HEV-RJ-197,tracker_paid_on_missing_or_invalid
75891,988,HEV-RJ-222,tracker_paid_on_missing_or_invalid
75892,988,HEV-RJ-222,tracker_paid_on_missing_or_invalid
75893,988,HEV-RJ-222,tracker_paid_on_missing_or_invalid
75894,988,HEV-RJ-222,tracker_paid_on_missing_or_invalid
75895,988,HEV-RJ-222,tracker_paid_on_missing_or_invalid
75896,988,HEV-RJ-222,tracker_paid_on_missing_or_invalid
75897,988,HEV-RJ-222,tracker_paid_on_missing_or_invalid
75898,988,HEV-RJ-222,tracker_paid_on_missing_or_invalid
75899,988,HEV-RJ-222,tracker_paid_on_missing_or_invalid
75900,988,HEV-RJ-222,tracker_paid_on_missing_or_invalid
75901,988,HEV-RJ-222,tracker_paid_on_missing_or_invalid
75902,988,HEV-RJ-222,tracker_paid_on_missing_or_invalid
75903,988,HEV-RJ-222,tracker_paid_on_missing_or_invalid
75904,988,HEV-RJ-222,tracker_paid_on_missing_or_invalid
75905,988,HEV-RJ-222,tracker_paid_on_missing_or_invalid
75906,988,HEV-RJ-222,tracker_paid_on_missing_or_invalid
75907,1567,HEV-RJ-288,tracker_paid_on_missing_or_invalid
75908,1567,HEV-RJ-288,tracker_paid_on_missing_or_invalid
75909,1567,HEV-RJ-288,tracker_paid_on_missing_or_invalid
75910,1567,HEV-RJ-288,tracker_paid_on_missing_or_invalid
75911,1567,HEV-RJ-288,tracker_paid_on_missing_or_invalid
75912,1567,HEV-RJ-288,tracker_paid_on_missing_or_invalid
75913,1567,HEV-RJ-288,tracker_paid_on_missing_or_invalid
75914,1567,HEV-RJ-288,tracker_paid_on_missing_or_invalid
75915,1567,HEV-RJ-288,tracker_paid_on_missing_or_invalid
75916,1567,HEV-RJ-288,tracker_paid_on_missing_or_invalid
75917,1567,HEV-RJ-288,tracker_paid_on_missing_or_invalid
75918,1567,HEV-RJ-288,tracker_paid_on_missing_or_invalid
75919,1567,HEV-RJ-288,tracker_paid_on_missing_or_invalid
75920,1567,HEV-RJ-288,tracker_paid_on_missing_or_invalid
75921,1567,HEV-RJ-288,tracker_paid_on_missing_or_invalid
75922,1567,HEV-RJ-288,tracker_paid_on_missing_or_invalid
75923,1567,HEV-RJ-288,tracker_paid_on_missing_or_invalid
75924,1567,HEV-RJ-288,tracker_paid_on_missing_or_invalid
75925,1997,HEV-RJ-330,tracker_paid_on_missing_or_invalid
75926,1997,HEV-RJ-330,tracker_paid_on_missing_or_invalid
75927,1997,HEV-RJ-330,tracker_paid_on_missing_or_invalid
75928,1997,HEV-RJ-330,tracker_paid_on_missing_or_invalid
75929,1997,HEV-RJ-330,tracker_paid_on_missing_or_invalid
75930,1997,HEV-RJ-330,tracker_paid_on_missing_or_invalid
75931,1997,HEV-RJ-330,tracker_paid_on_missing_or_invalid
75932,1997,HEV-RJ-330,tracker_paid_on_missing_or_invalid
75933,1997,HEV-RJ-330,tracker_paid_on_missing_or_invalid
75934,1997,HEV-RJ-330,tracker_paid_on_missing_or_invalid
75935,1997,HEV-RJ-330,tracker_paid_on_missing_or_invalid
75936,1997,HEV-RJ-330,tracker_paid_on_missing_or_invalid
75939,2341,HEV-000064,amount_mismatch_exact_required
75940,2341,HEV-000064,amount_mismatch_exact_required
75942,2341,HEV-000064,amount_mismatch_exact_required
75943,2341,HEV-000064,amount_mismatch_exact_required
75944,2341,HEV-000064,tracker_paid_on_missing_or_invalid
75945,2341,HEV-000064,tracker_paid_on_missing_or_invalid
75946,2341,HEV-000064,tracker_paid_on_missing_or_invalid
75947,2341,HEV-000064,tracker_paid_on_missing_or_invalid
75948,2341,HEV-000064,tracker_paid_on_missing_or_invalid
75949,2341,HEV-000064,tracker_paid_on_missing_or_invalid
75950,2341,HEV-000064,tracker_paid_on_missing_or_invalid
75951,2341,HEV-000064,tracker_paid_on_missing_or_invalid
75952,2341,HEV-000064,tracker_paid_on_missing_or_invalid
75953,2341,HEV-000064,tracker_paid_on_missing_or_invalid
75954,2341,HEV-000064,tracker_paid_on_missing_or_invalid
75955,2341,HEV-000064,tracker_paid_on_missing_or_invalid
75956,2341,HEV-000064,tracker_paid_on_missing_or_invalid
75960,2401,HEV-000140,amount_mismatch_exact_required
75961,2401,HEV-000140,tracker_paid_on_missing_or_invalid
75962,2401,HEV-000140,tracker_paid_on_missing_or_invalid
75963,2401,HEV-000140,tracker_paid_on_missing_or_invalid
75964,2401,HEV-000140,tracker_paid_on_missing_or_invalid
75965,2401,HEV-000140,tracker_paid_on_missing_or_invalid
75966,2401,HEV-000140,tracker_paid_on_missing_or_invalid
75967,2401,HEV-000140,tracker_paid_on_missing_or_invalid
75968,2401,HEV-000140,tracker_paid_on_missing_or_invalid
75969,2401,HEV-000140,tracker_paid_on_missing_or_invalid
75970,2401,HEV-000140,tracker_paid_on_missing_or_invalid
75971,2401,HEV-000140,tracker_paid_on_missing_or_invalid
75972,2401,HEV-000140,tracker_paid_on_missing_or_invalid
75973,2401,HEV-000140,tracker_paid_on_missing_or_invalid
75974,2401,HEV-000140,tracker_paid_on_missing_or_invalid
75978,2422,HEV-000165,tracker_paid_on_missing_or_invalid
75979,2422,HEV-000165,tracker_paid_on_missing_or_invalid
75980,2422,HEV-000165,tracker_paid_on_missing_or_invalid
75981,2422,HEV-000165,tracker_paid_on_missing_or_invalid
75982,2422,HEV-000165,tracker_paid_on_missing_or_invalid
75983,2422,HEV-000165,tracker_paid_on_missing_or_invalid
75984,2422,HEV-000165,tracker_paid_on_missing_or_invalid
75985,2422,HEV-000165,tracker_paid_on_missing_or_invalid
75986,2422,HEV-000165,tracker_paid_on_missing_or_invalid
75987,2422,HEV-000165,tracker_paid_on_missing_or_invalid
75988,2422,HEV-000165,tracker_paid_on_missing_or_invalid
75989,2422,HEV-000165,tracker_paid_on_missing_or_invalid
75990,2422,HEV-000165,tracker_paid_on_missing_or_invalid
75991,2422,HEV-000165,tracker_paid_on_missing_or_invalid
75992,2422,HEV-000165,tracker_paid_on_missing_or_invalid
75994,2459,HEV-000209,amount_mismatch_exact_required
75995,2459,HEV-000209,tracker_paid_on_missing_or_invalid
75996,2459,HEV-000209,tracker_paid_on_missing_or_invalid
75997,2459,HEV-000209,tracker_paid_on_missing_or_invalid
75998,2459,HEV-000209,tracker_paid_on_missing_or_invalid
75999,2459,HEV-000209,tracker_paid_on_missing_or_invalid
76000,2459,HEV-000209,tracker_paid_on_missing_or_invalid
76001,2459,HEV-000209,tracker_paid_on_missing_or_invalid
76002,2459,HEV-000209,tracker_paid_on_missing_or_invalid
76003,2459,HEV-000209,tracker_paid_on_missing_or_invalid
76004,2459,HEV-000209,tracker_paid_on_missing_or_invalid
76005,2459,HEV-000209,tracker_paid_on_missing_or_invalid
76006,2459,HEV-000209,tracker_paid_on_missing_or_invalid
76007,2459,HEV-000209,tracker_paid_on_missing_or_invalid
76008,2459,HEV-000209,tracker_paid_on_missing_or_invalid
76009,2459,HEV-000209,tracker_paid_on_missing_or_invalid
76010,2459,HEV-000209,tracker_paid_on_missing_or_invalid
76012,4,HEV-000224,amount_mismatch_exact_required
76014,4,HEV-000224,tracker_paid_on_missing_or_invalid
76015,4,HEV-000224,tracker_paid_on_missing_or_invalid
76016,4,HEV-000224,tracker_paid_on_missing_or_invalid
76017,4,HEV-000224,tracker_paid_on_missing_or_invalid
76018,4,HEV-000224,tracker_paid_on_missing_or_invalid
76019,4,HEV-000224,tracker_paid_on_missing_or_invalid
76020,4,HEV-000224,tracker_paid_on_missing_or_invalid
76021,4,HEV-000224,tracker_paid_on_missing_or_invalid
76022,4,HEV-000224,tracker_paid_on_missing_or_invalid
76023,2494,HEV-000269,amount_mismatch_exact_required
76024,2494,HEV-000269,tracker_paid_on_missing_or_invalid
76025,2494,HEV-000269,tracker_paid_on_missing_or_invalid
76026,2494,HEV-000269,tracker_paid_on_missing_or_invalid
76027,2494,HEV-000269,tracker_paid_on_missing_or_invalid
76028,2494,HEV-000269,tracker_paid_on_missing_or_invalid
76029,2494,HEV-000269,tracker_paid_on_missing_or_invalid
76030,2494,HEV-000269,tracker_paid_on_missing_or_invalid
76031,2494,HEV-000269,tracker_paid_on_missing_or_invalid
76032,2494,HEV-000269,tracker_paid_on_missing_or_invalid
76033,2494,HEV-000269,tracker_paid_on_missing_or_invalid
76034,2494,HEV-000269,tracker_paid_on_missing_or_invalid
76035,2494,HEV-000269,tracker_paid_on_missing_or_invalid
76036,2494,HEV-000269,tracker_paid_on_missing_or_invalid
76037,2494,HEV-000269,tracker_paid_on_missing_or_invalid
76038,2494,HEV-000269,tracker_paid_on_missing_or_invalid
76039,2494,HEV-000269,tracker_paid_on_missing_or_invalid
76040,2494,HEV-000269,tracker_paid_on_missing_or_invalid
76041,99,HEV-000288,amount_mismatch_exact_required
76042,99,HEV-000288,amount_mismatch_exact_required
76043,99,HEV-000288,tracker_paid_on_missing_or_invalid
76044,99,HEV-000288,tracker_paid_on_missing_or_invalid
76045,99,HEV-000288,tracker_paid_on_missing_or_invalid
76046,99,HEV-000288,tracker_paid_on_missing_or_invalid
76047,99,HEV-000288,tracker_paid_on_missing_or_invalid
76048,99,HEV-000288,tracker_paid_on_missing_or_invalid
76049,99,HEV-000288,tracker_paid_on_missing_or_invalid
76050,99,HEV-000288,tracker_paid_on_missing_or_invalid
76051,99,HEV-000288,tracker_paid_on_missing_or_invalid
76052,99,HEV-000288,tracker_paid_on_missing_or_invalid
76053,99,HEV-000288,tracker_paid_on_missing_or_invalid
76054,99,HEV-000288,tracker_paid_on_missing_or_invalid
76055,99,HEV-000288,tracker_paid_on_missing_or_invalid
76056,99,HEV-000288,tracker_paid_on_missing_or_invalid
76057,99,HEV-000288,tracker_paid_on_missing_or_invalid
76058,99,HEV-000288,tracker_paid_on_missing_or_invalid
76061,1213,HEV-000561,tracker_paid_on_missing_or_invalid
76062,1213,HEV-000561,tracker_paid_on_missing_or_invalid
76063,1213,HEV-000561,tracker_paid_on_missing_or_invalid
76064,1213,HEV-000561,tracker_paid_on_missing_or_invalid
76065,1213,HEV-000561,tracker_paid_on_missing_or_invalid
76066,1213,HEV-000561,tracker_paid_on_missing_or_invalid
76067,1213,HEV-000561,tracker_paid_on_missing_or_invalid
76068,1213,HEV-000561,tracker_paid_on_missing_or_invalid
76069,1213,HEV-000561,tracker_paid_on_missing_or_invalid
76070,1213,HEV-000561,tracker_paid_on_missing_or_invalid
76071,1213,HEV-000561,tracker_paid_on_missing_or_invalid
76072,1213,HEV-000561,tracker_paid_on_missing_or_invalid
76073,1213,HEV-000561,tracker_paid_on_missing_or_invalid
76074,1213,HEV-000561,tracker_paid_on_missing_or_invalid
76075,1213,HEV-000561,tracker_paid_on_missing_or_invalid
76076,1213,HEV-000561,tracker_paid_on_missing_or_invalid
76078,1490,HEV-000654,tracker_paid_on_missing_or_invalid
76079,1490,HEV-000654,tracker_paid_on_missing_or_invalid
76080,1490,HEV-000654,tracker_paid_on_missing_or_invalid
76081,1490,HEV-000654,tracker_paid_on_missing_or_invalid
76082,1490,HEV-000654,tracker_paid_on_missing_or_invalid
76083,1490,HEV-000654,tracker_paid_on_missing_or_invalid
76084,1490,HEV-000654,tracker_paid_on_missing_or_invalid
76085,1490,HEV-000654,tracker_paid_on_missing_or_invalid
76086,1490,HEV-000654,tracker_paid_on_missing_or_invalid
76087,1490,HEV-000654,tracker_paid_on_missing_or_invalid
76088,1490,HEV-000654,tracker_paid_on_missing_or_invalid
76089,1490,HEV-000654,tracker_paid_on_missing_or_invalid
76090,1490,HEV-000654,tracker_paid_on_missing_or_invalid
76091,1490,HEV-000654,tracker_paid_on_missing_or_invalid
76092,1490,HEV-000654,tracker_paid_on_missing_or_invalid
76093,1490,HEV-000654,tracker_paid_on_missing_or_invalid
76094,1490,HEV-000654,tracker_paid_on_missing_or_invalid
