trans_id,is_aggr_trans,org_id,center_id,collection_id,is_active,transaction_cd,trans_type,trans_subtype,mode,amount,recorded_by,scrap_type_id,recon_status,recon_by,recon_at,recon_comment,is_settled,from_user,from_customer,to_user,created_by,created_at,trans_comments,parent_trans_id,request_id,deposit_trans_ids,actual_created_at
25000,True,1,4,74333,True,DUMMYBC2,CREDIT,RECORD_PAYMENT,UPI,5000,1084,0,ACCEPTED,1084,2025-10-13T00:00:00+00:00,,True,0,721,1084,1084,2025-10-13T00:00:00+00:00,HEV-UP-281,,,,2026-05-17T09:55:23.883116+00:00
25001,True,1,4,74334,True,DUMMYBC2,CREDIT,RECORD_PAYMENT,UPI,5000,1084,0,ACCEPTED,1084,2025-11-09T00:00:00+00:00,,True,0,721,1084,1084,2025-11-09T00:00:00+00:00,HEV-UP-281,,,,2026-05-17T09:55:23.883189+00:00
25002,True,1,4,74335,True,DUMMYBC2,CREDIT,RECORD_PAYMENT,UPI,5000,1084,0,ACCEPTED,1084,2025-12-07T00:00:00+00:00,,True,0,721,1084,1084,2025-12-07T00:00:00+00:00,HEV-UP-281,,,,2026-05-17T09:55:23.883244+00:00
25003,True,1,4,74336,True,DUMMYBC2,CREDIT,RECORD_PAYMENT,UPI,5000,1084,0,ACCEPTED,1084,2026-01-11T00:00:00+00:00,,True,0,721,1084,1084,2026-01-11T00:00:00+00:00,HEV-UP-281,,,,2026-05-17T09:55:23.883285+00:00
25004,True,1,5,72916,True,DUMMYBC2,CREDIT,RECORD_PAYMENT,UPI,5000,1071,0,ACCEPTED,1071,2025-08-08T00:00:00+00:00,,True,0,111,1071,1071,2025-08-08T00:00:00+00:00,HEV-UP-118,,,,2026-05-17T09:55:23.884279+00:00
25005,True,1,5,72917,True,,CREDIT,RECORD_PAYMENT,CASH,5000,1071,0,ACCEPTED,1071,2025-09-08T00:00:00+00:00,,True,0,111,1071,1071,2025-09-08T00:00:00+00:00,HEV-UP-118,,,,2026-05-17T09:55:23.884325+00:00
25006,True,1,5,72918,True,,CREDIT,RECORD_PAYMENT,CASH,5000,1071,0,ACCEPTED,1071,2025-10-10T00:00:00+00:00,,True,0,111,1071,1071,2025-10-10T00:00:00+00:00,HEV-UP-118,,,,2026-05-17T09:55:23.884370+00:00
25007,True,1,5,72919,True,,CREDIT,RECORD_PAYMENT,CASH,4500,1071,0,ACCEPTED,1071,2025-11-08T00:00:00+00:00,,True,0,111,1071,1071,2025-11-08T00:00:00+00:00,HEV-UP-118,,,,2026-05-17T09:55:23.884413+00:00
25008,True,1,5,72919,True,DUMMYBC2,CREDIT,RECORD_PAYMENT,UPI,500,1071,0,ACCEPTED,1071,2025-11-08T00:00:00+00:00,,True,0,111,1071,1071,2025-11-08T00:00:00+00:00,HEV-UP-118,,,,2026-05-17T09:55:23.884413+00:00
25009,True,1,5,72920,True,,CREDIT,RECORD_PAYMENT,CASH,4500,1071,0,ACCEPTED,1071,2025-12-13T00:00:00+00:00,,True,0,111,1071,1071,2025-12-13T00:00:00+00:00,HEV-UP-118,,,,2026-05-17T09:55:23.884458+00:00
