collection_id,loan_id,application_no,outcome,reason
57381,1499,HEV-UP-494,not_updated,part_payment_not_handled
57382,1499,HEV-UP-494,not_updated,part_payment_not_handled
28678,1499,HEV-UP-494,not_updated,amount_mismatch_exact_required
29325,1508,HEV-UP-547,not_updated,combine_paid_on_missing_or_invalid
29153,1512,HEV-UP-531,would_update_or_updated,
60769,1518,HEV-UP-498,not_updated,non_pending_in_dp_export
60770,1518,HEV-UP-498,not_updated,part_payment_not_handled
28744,1539,HEV-UP-500,would_update_or_updated,
28745,1539,HEV-UP-500,would_update_or_updated,
60965,1561,HEV-UP-519,not_updated,non_pending_in_dp_export
60966,1561,HEV-UP-519,not_updated,part_payment_not_handled
28987,1561,HEV-UP-519,would_update_or_updated,
28905,1583,HEV-UP-513,would_update_or_updated,
28856,1584,HEV-UP-509,would_update_or_updated,
54845,1585,HEV-RJ-294,not_updated,non_pending_in_dp_export
54846,1585,HEV-RJ-294,not_updated,part_payment_not_handled
28880,1597,HEV-UP-511,not_updated,amount_mismatch_exact_required
29000,1602,HEV-UP-520,not_updated,combine_close_type_blocked
29001,1602,HEV-UP-520,not_updated,combine_close_type_blocked
29002,1602,HEV-UP-520,not_updated,combine_close_type_blocked
28921,1604,HEV-UP-514,not_updated,combine_paid_on_missing_or_invalid
28974,1614,HEV-UP-518,would_update_or_updated,
18599,1641,HEV-000690,not_updated,combine_paid_on_missing_or_invalid
59541,1643,HEV-UPW-13,not_updated,non_pending_in_dp_export
59542,1643,HEV-UPW-13,not_updated,part_payment_not_handled
2604,1643,HEV-UPW-13,not_updated,combine_paid_on_missing_or_invalid
29134,1648,HEV-UP-530,would_update_or_updated,
29135,1648,HEV-UP-530,not_updated,combine_paid_on_missing_or_invalid
55039,1657,HEV-UP-532,not_updated,non_pending_in_dp_export
55040,1657,HEV-UP-532,not_updated,part_payment_not_handled
18685,1659,HEV-000695,not_updated,combine_close_type_blocked
18686,1659,HEV-000695,not_updated,combine_close_type_blocked
8353,1663,HEV-RJ-299,not_updated,combine_paid_on_missing_or_invalid
18726,1668,HEV-000700,not_updated,combine_paid_on_missing_or_invalid
29247,1672,HEV-UP-539,would_update_or_updated,
29249,1672,HEV-UP-539,not_updated,combine_paid_on_missing_or_invalid
29195,1673,HEV-UP-534,not_updated,combine_paid_on_missing_or_invalid
57919,1677,HEV-UPW-17,not_updated,non_pending_in_dp_export
57920,1677,HEV-UPW-17,not_updated,part_payment_not_handled
2664,1677,HEV-UPW-17,not_updated,combine_paid_on_missing_or_invalid
18900,1681,HEV-000712,not_updated,combine_paid_on_missing_or_invalid
29231,1683,HEV-UP-538,not_updated,combine_paid_on_missing_or_invalid
29270,1688,HEV-UP-541,not_updated,combine_paid_on_missing_or_invalid
8379,1694,HEV-RJ-302,not_updated,amount_mismatch_exact_required
8380,1694,HEV-RJ-302,not_updated,combine_paid_on_missing_or_invalid
29490,1701,HEV-UP-561,not_updated,combine_paid_on_missing_or_invalid
18840,1702,HEV-000707,not_updated,combine_paid_on_missing_or_invalid
29376,1706,HEV-UP-551,not_updated,combine_paid_on_missing_or_invalid
60972,1710,HEV-UP-549,not_updated,non_pending_in_dp_export
60973,1710,HEV-UP-549,not_updated,part_payment_not_handled
60970,1710,HEV-UP-549,not_updated,non_pending_in_dp_export
60971,1710,HEV-UP-549,not_updated,part_payment_not_handled
29352,1710,HEV-UP-549,not_updated,combine_paid_on_missing_or_invalid
60975,1715,HEV-UPW-19,not_updated,non_pending_in_dp_export
60976,1715,HEV-UPW-19,not_updated,part_payment_not_handled
2688,1715,HEV-UPW-19,not_updated,combine_paid_on_missing_or_invalid
29430,1723,HEV-UP-556,not_updated,combine_paid_on_missing_or_invalid
18876,1724,HEV-000710,not_updated,combine_paid_on_missing_or_invalid
18924,1728,HEV-000714,not_updated,combine_paid_on_missing_or_invalid
2700,1729,HEV-UPW-20,not_updated,combine_paid_on_missing_or_invalid
18912,1730,HEV-000713,not_updated,combine_paid_on_missing_or_invalid
29457,1732,HEV-UP-559,not_updated,amount_mismatch_exact_required
29460,1732,HEV-UP-559,not_updated,combine_paid_on_missing_or_invalid
29442,1739,HEV-UP-558,not_updated,combine_paid_on_missing_or_invalid
29472,1743,HEV-UP-560,not_updated,combine_paid_on_missing_or_invalid
61625,1756,HEV-UP-567,not_updated,part_payment_not_handled
61626,1756,HEV-UP-567,not_updated,part_payment_not_handled
29557,1768,HEV-UP-568,would_update_or_updated,
56330,1778,HEV-UP-572,not_updated,non_pending_in_dp_export
56331,1778,HEV-UP-572,not_updated,part_payment_not_handled
56105,1793,HEV-UP-585,not_updated,non_pending_in_dp_export
56106,1793,HEV-UP-585,not_updated,part_payment_not_handled
57567,1795,HEV-UP-576,not_updated,non_pending_in_dp_export
57568,1795,HEV-UP-576,not_updated,part_payment_not_handled
29765,1809,HEV-UP-584,would_update_or_updated,
29834,1810,HEV-UP-589,not_updated,amount_mismatch_exact_required
29799,1813,HEV-UP-586,not_updated,amount_mismatch_exact_required
29800,1813,HEV-UP-586,would_update_or_updated,
29874,1824,HEV-UP-595,would_update_or_updated,
29875,1824,HEV-UP-595,would_update_or_updated,
66315,1824,HEV-UP-595,not_updated,non_pending_in_dp_export
66316,1824,HEV-UP-595,not_updated,combine_paid_on_missing_or_invalid
56698,1828,HEV-000734,not_updated,non_pending_in_dp_export
56699,1828,HEV-000734,not_updated,part_payment_not_handled
63108,1828,HEV-000734,not_updated,non_pending_in_dp_export
63109,1828,HEV-000734,not_updated,part_payment_not_handled
57251,1831,HEV-RJ-319,not_updated,non_pending_in_dp_export
57252,1831,HEV-RJ-319,not_updated,part_payment_not_handled
29940,1841,HEV-UP-600,would_update_or_updated,
29941,1841,HEV-UP-600,would_update_or_updated,
30318,1856,HEV-UP-630,would_update_or_updated,
57513,1857,HEV-000750,not_updated,non_pending_in_dp_export
57514,1857,HEV-000750,not_updated,part_payment_not_handled
30006,1861,HEV-UP-605,would_update_or_updated,
57585,1863,HEV-000741,not_updated,non_pending_in_dp_export
57586,1863,HEV-000741,not_updated,part_payment_not_handled
19252,1863,HEV-000741,not_updated,amount_mismatch_exact_required
30501,1867,HEV-UP-644,would_update_or_updated,
57844,1869,HEV-000770,not_updated,non_pending_in_dp_export
57845,1869,HEV-000770,not_updated,part_payment_not_handled
62974,1871,HEV-UP-603,not_updated,non_pending_in_dp_export
62975,1871,HEV-UP-603,not_updated,part_payment_not_handled
57559,1881,HEV-UP-606,not_updated,part_payment_not_handled
57560,1881,HEV-UP-606,not_updated,part_payment_not_handled
30025,1881,HEV-UP-606,not_updated,combine_paid_on_missing_or_invalid
30127,1885,HEV-UP-615,would_update_or_updated,
8638,1889,HEV-RJ-322,not_updated,combine_close_type_blocked
61294,1900,HEV-UP-725,not_updated,non_pending_in_dp_export
61295,1900,HEV-UP-725,not_updated,part_payment_not_handled
62947,1911,HEV-UP-618,not_updated,non_pending_in_dp_export
62948,1911,HEV-UP-618,not_updated,part_payment_not_handled
30163,1911,HEV-UP-618,would_update_or_updated,
51017,1918,HEV-UP-619,not_updated,non_pending_in_dp_export
51018,1918,HEV-UP-619,not_updated,part_payment_not_handled
30287,1922,HEV-UP-628,would_update_or_updated,
30200,1924,HEV-UP-622,would_update_or_updated,
30201,1924,HEV-UP-622,would_update_or_updated,
30202,1924,HEV-UP-622,would_update_or_updated,
30246,1933,HEV-UP-625,would_update_or_updated,
57987,1934,HEV-000758,not_updated,non_pending_in_dp_export
57988,1934,HEV-000758,not_updated,part_payment_not_handled
30230,1937,HEV-UP-624,not_updated,amount_mismatch_exact_required
30232,1937,HEV-UP-624,would_update_or_updated,
30483,1938,HEV-UP-643,would_update_or_updated,
30275,1942,HEV-UP-627,would_update_or_updated,
57531,1942,HEV-UP-627,not_updated,non_pending_in_dp_export
57532,1942,HEV-UP-627,not_updated,part_payment_not_handled
52367,1970,HEV-000764,not_updated,non_pending_in_dp_export
52368,1970,HEV-000764,not_updated,part_payment_not_handled
30360,1971,HEV-UP-634,would_update_or_updated,
53305,1973,HEV-FINTR-4,not_updated,non_pending_in_dp_export
53306,1973,HEV-FINTR-4,not_updated,part_payment_not_handled
30443,2003,HEV-UP-640,not_updated,combine_close_type_blocked
30444,2003,HEV-UP-640,not_updated,combine_close_type_blocked
30445,2003,HEV-UP-640,not_updated,combine_close_type_blocked
53286,2010,HEV-UP-658,not_updated,non_pending_in_dp_export
53287,2010,HEV-UP-658,not_updated,part_payment_not_handled
66048,2010,HEV-UP-658,not_updated,part_payment_not_handled
66049,2010,HEV-UP-658,not_updated,part_payment_not_handled
19666,2014,HEV-000775,not_updated,combine_paid_on_missing_or_invalid
30554,2035,HEV-UP-649,would_update_or_updated,
30556,2035,HEV-UP-649,would_update_or_updated,
30584,2040,HEV-UP-652,not_updated,combine_close_type_blocked
30585,2040,HEV-UP-652,not_updated,combine_close_type_blocked
30586,2040,HEV-UP-652,not_updated,combine_close_type_blocked
30675,2044,HEV-UP-659,would_update_or_updated,
30676,2044,HEV-UP-659,would_update_or_updated,
30573,2045,HEV-UP-651,would_update_or_updated,
58413,2046,HEV-UP-666,not_updated,non_pending_in_dp_export
58414,2046,HEV-UP-666,not_updated,part_payment_not_handled
3980,2055,HEV-UPW-108,would_update_or_updated,
58172,2092,HEV-000786,not_updated,non_pending_in_dp_export
58173,2092,HEV-000786,not_updated,part_payment_not_handled
59435,2101,HEV-000790,not_updated,non_pending_in_dp_export
59436,2101,HEV-000790,not_updated,part_payment_not_handled
30873,2105,HEV-UP-675,would_update_or_updated,
66317,2105,HEV-UP-675,not_updated,non_pending_in_dp_export
66318,2105,HEV-UP-675,not_updated,part_payment_not_handled
30850,2108,HEV-UP-673,would_update_or_updated,
30862,2110,HEV-UP-674,would_update_or_updated,
65873,2126,HEV-FINTR-9,not_updated,non_pending_in_dp_export
65874,2126,HEV-FINTR-9,not_updated,part_payment_not_handled
67194,2131,HEV-UP-681,not_updated,part_payment_not_handled
67195,2131,HEV-UP-681,not_updated,part_payment_not_handled
30949,2137,HEV-UP-682,would_update_or_updated,
19921,2147,HEV-000795,would_update_or_updated,
54307,2153,HEV-000796,not_updated,non_pending_in_dp_export
54308,2153,HEV-000796,not_updated,part_payment_not_handled
62479,2162,HEV-UP-686,not_updated,non_pending_in_dp_export
62480,2162,HEV-UP-686,not_updated,part_payment_not_handled
31000,2162,HEV-UP-686,not_updated,combine_paid_on_missing_or_invalid
3035,2175,HEV-UPW-43,would_update_or_updated,
21023,2176,HEV-000882,would_update_or_updated,
66568,2176,HEV-000882,not_updated,non_pending_in_dp_export
66569,2176,HEV-000882,not_updated,part_payment_not_handled
21042,2177,HEV-000883,not_updated,amount_mismatch_exact_required
58980,2179,HEV-UP-685,not_updated,part_payment_not_handled
58981,2179,HEV-UP-685,not_updated,part_payment_not_handled
30988,2179,HEV-UP-685,not_updated,amount_mismatch_exact_required
20048,2186,HEV-000805,would_update_or_updated,
67192,2187,HEV-UP-689,not_updated,non_pending_in_dp_export
67193,2187,HEV-UP-689,not_updated,part_payment_not_handled
31028,2188,HEV-UP-688,not_updated,amount_mismatch_exact_required
59238,2188,HEV-UP-688,not_updated,non_pending_in_dp_export
59239,2188,HEV-UP-688,not_updated,part_payment_not_handled
31052,2196,HEV-UP-690,would_update_or_updated,
50480,2199,HEV-UP-969,would_update_or_updated,
54858,2200,HEV-FINTR-11,not_updated,non_pending_in_dp_export
54859,2200,HEV-FINTR-11,not_updated,part_payment_not_handled
59762,2200,HEV-FINTR-11,not_updated,non_pending_in_dp_export
59763,2200,HEV-FINTR-11,not_updated,part_payment_not_handled
59758,2202,HEV-000887,not_updated,non_pending_in_dp_export
59759,2202,HEV-000887,not_updated,part_payment_not_handled
21088,2204,HEV-000886,not_updated,combine_paid_on_missing_or_invalid
55158,2205,HEV-UP-695,not_updated,non_pending_in_dp_export
55159,2205,HEV-UP-695,not_updated,part_payment_not_handled
20018,2206,HEV-000803,would_update_or_updated,
31424,2212,HEV-UP-726,not_updated,combine_paid_on_missing_or_invalid
20036,2213,HEV-000804,would_update_or_updated,
31202,2225,HEV-UP-704,not_updated,combine_paid_on_missing_or_invalid
20066,2230,HEV-000806,would_update_or_updated,
31235,2231,HEV-UP-708,not_updated,combine_close_type_blocked
31236,2231,HEV-UP-708,not_updated,combine_close_type_blocked
31237,2231,HEV-UP-708,not_updated,combine_close_type_blocked
31238,2231,HEV-UP-708,not_updated,combine_close_type_blocked
60833,2241,HEV-RJ-356,not_updated,non_pending_in_dp_export
60834,2241,HEV-RJ-356,not_updated,part_payment_not_handled
20084,2258,HEV-000808,would_update_or_updated,
31322,2261,HEV-UP-717,not_updated,combine_paid_on_missing_or_invalid
50314,2266,HEV-UPW-46,not_updated,non_pending_in_dp_export
50315,2266,HEV-UPW-46,not_updated,part_payment_not_handled
60593,2266,HEV-UPW-46,not_updated,non_pending_in_dp_export
60594,2266,HEV-UPW-46,not_updated,part_payment_not_handled
3071,2266,HEV-UPW-46,not_updated,combine_paid_on_missing_or_invalid
31400,2272,HEV-UP-724,not_updated,combine_paid_on_missing_or_invalid
55438,2279,HEV-UP-719,not_updated,non_pending_in_dp_export
55439,2279,HEV-UP-719,not_updated,part_payment_not_handled
31346,2279,HEV-UP-719,not_updated,combine_paid_on_missing_or_invalid
31359,2283,HEV-UP-720,not_updated,amount_mismatch_exact_required
31373,2287,HEV-UP-722,not_updated,combine_paid_on_missing_or_invalid
9207,2298,HEV-000001,not_updated,combine_paid_on_missing_or_invalid
59307,2312,HEV-000021,not_updated,non_pending_in_dp_export
59308,2312,HEV-000021,not_updated,part_payment_not_handled
9476,2313,HEV-000022,would_update_or_updated,
55314,2314,HEV-000023,not_updated,non_pending_in_dp_export
55315,2314,HEV-000023,not_updated,part_payment_not_handled
9494,2314,HEV-000023,not_updated,combine_paid_on_missing_or_invalid
50300,2335,HEV-000054,not_updated,non_pending_in_dp_export
50301,2335,HEV-000054,not_updated,part_payment_not_handled
61885,2335,HEV-000054,not_updated,non_pending_in_dp_export
61886,2335,HEV-000054,not_updated,part_payment_not_handled
9829,2335,HEV-000054,not_updated,combine_paid_on_missing_or_invalid
66895,2337,HEV-000058,not_updated,part_payment_not_handled
66896,2337,HEV-000058,not_updated,part_payment_not_handled
9864,2337,HEV-000058,not_updated,combine_paid_on_missing_or_invalid
9931,2343,HEV-000066,not_updated,combine_paid_on_missing_or_invalid
52701,2349,HEV-000072,not_updated,non_pending_in_dp_export
52702,2349,HEV-000072,not_updated,part_payment_not_handled
64006,2349,HEV-000072,not_updated,non_pending_in_dp_export
64007,2349,HEV-000072,not_updated,part_payment_not_handled
10088,2352,HEV-000077,not_updated,amount_mismatch_exact_required
10089,2352,HEV-000077,not_updated,amount_mismatch_exact_required
55669,2358,HEV-000085,not_updated,non_pending_in_dp_export
55670,2358,HEV-000085,not_updated,part_payment_not_handled
61601,2358,HEV-000085,not_updated,non_pending_in_dp_export
61602,2358,HEV-000085,not_updated,part_payment_not_handled
10219,2358,HEV-000085,not_updated,combine_paid_on_missing_or_invalid
10257,2360,HEV-000087,not_updated,combine_paid_on_missing_or_invalid
10404,2368,HEV-000096,not_updated,combine_close_type_blocked
10405,2368,HEV-000096,not_updated,combine_close_type_blocked
10406,2368,HEV-000096,not_updated,combine_close_type_blocked
10407,2368,HEV-000096,not_updated,combine_close_type_blocked
10641,2382,HEV-000115,not_updated,combine_paid_on_missing_or_invalid
10683,2384,HEV-000118,not_updated,combine_paid_on_missing_or_invalid
10821,2390,HEV-000129,not_updated,combine_paid_on_missing_or_invalid
10822,2390,HEV-000129,not_updated,combine_paid_on_missing_or_invalid
52747,2403,HEV-000142,not_updated,non_pending_in_dp_export
52748,2403,HEV-000142,not_updated,part_payment_not_handled
57581,2403,HEV-000142,not_updated,non_pending_in_dp_export
57582,2403,HEV-000142,not_updated,part_payment_not_handled
53311,2404,HEV-000144,not_updated,non_pending_in_dp_export
53312,2404,HEV-000144,not_updated,part_payment_not_handled
11187,2411,HEV-000153,not_updated,combine_paid_on_missing_or_invalid
11188,2411,HEV-000153,not_updated,combine_paid_on_missing_or_invalid
60795,2444,HEV-000191,not_updated,non_pending_in_dp_export
60796,2444,HEV-000191,not_updated,part_payment_not_handled
11800,2444,HEV-000191,not_updated,combine_paid_on_missing_or_invalid
57519,2454,HEV-000202,not_updated,non_pending_in_dp_export
57520,2454,HEV-000202,not_updated,part_payment_not_handled
57515,2455,HEV-000204,not_updated,non_pending_in_dp_export
57516,2455,HEV-000204,not_updated,part_payment_not_handled
12171,2465,HEV-000215,would_update_or_updated,
57950,2471,HEV-000240,not_updated,non_pending_in_dp_export
57951,2471,HEV-000240,not_updated,part_payment_not_handled
12465,2471,HEV-000240,not_updated,combine_paid_on_missing_or_invalid
12663,2482,HEV-000256,would_update_or_updated,
12665,2482,HEV-000256,not_updated,combine_paid_on_missing_or_invalid
52172,2486,HEV-000261,not_updated,non_pending_in_dp_export
52173,2486,HEV-000261,not_updated,part_payment_not_handled
57333,2486,HEV-000261,not_updated,non_pending_in_dp_export
57334,2486,HEV-000261,not_updated,part_payment_not_handled
57511,2489,HEV-000264,not_updated,non_pending_in_dp_export
57512,2489,HEV-000264,not_updated,part_payment_not_handled
60548,2498,HEV-000307,not_updated,non_pending_in_dp_export
60549,2498,HEV-000307,not_updated,part_payment_not_handled
13348,2498,HEV-000307,not_updated,combine_paid_on_missing_or_invalid
35139,2500,HEV-000326,not_updated,no_COMBINE_for_loan
57990,2508,HEV-000403,not_updated,non_pending_in_dp_export
57991,2508,HEV-000403,not_updated,part_payment_not_handled
15815,2511,HEV-000476,not_updated,combine_paid_on_missing_or_invalid
18192,2514,HEV-000660,not_updated,combine_close_type_blocked
18193,2514,HEV-000660,not_updated,combine_close_type_blocked
18194,2514,HEV-000660,not_updated,combine_close_type_blocked
4514,2516,HEV-RJ-1,not_updated,combine_paid_on_missing_or_invalid
4634,2521,HEV-RJ-8,not_updated,combine_close_type_blocked
4635,2521,HEV-RJ-8,not_updated,combine_close_type_blocked
4636,2521,HEV-RJ-8,not_updated,combine_close_type_blocked
4671,2523,HEV-RJ-10,not_updated,combine_close_type_blocked
4672,2523,HEV-RJ-10,not_updated,combine_close_type_blocked
58170,2527,HEV-RJ-14,not_updated,non_pending_in_dp_export
58171,2527,HEV-RJ-14,not_updated,part_payment_not_handled
57523,2529,HEV-RJ-16,not_updated,part_payment_not_handled
57524,2529,HEV-RJ-16,not_updated,part_payment_not_handled
51878,2544,HEV-RJ-31,not_updated,non_pending_in_dp_export
51879,2544,HEV-RJ-31,not_updated,part_payment_not_handled
5143,2552,HEV-RJ-44,not_updated,combine_close_type_blocked
5144,2552,HEV-RJ-44,not_updated,combine_close_type_blocked
5145,2552,HEV-RJ-44,not_updated,combine_close_type_blocked
5187,2556,HEV-RJ-48,not_updated,combine_paid_on_missing_or_invalid
5205,2557,HEV-RJ-49,not_updated,combine_paid_on_missing_or_invalid
5313,2560,HEV-RJ-55,not_updated,combine_paid_on_missing_or_invalid
5331,2561,HEV-RJ-56,not_updated,combine_paid_on_missing_or_invalid
5383,2565,HEV-RJ-60,would_update_or_updated,
5384,2565,HEV-RJ-60,would_update_or_updated,
54598,2570,HEV-RJ-73,not_updated,non_pending_in_dp_export
54599,2570,HEV-RJ-73,not_updated,part_payment_not_handled
5535,2570,HEV-RJ-73,would_update_or_updated,
5688,2577,HEV-RJ-85,not_updated,combine_paid_on_missing_or_invalid
5775,2581,HEV-RJ-95,not_updated,combine_paid_on_missing_or_invalid
5811,2582,HEV-RJ-97,not_updated,combine_paid_on_missing_or_invalid
60094,2595,HEV-RJ-186,not_updated,non_pending_in_dp_export
60095,2595,HEV-RJ-186,not_updated,part_payment_not_handled
57575,2605,HEV-UP-8,not_updated,non_pending_in_dp_export
57576,2605,HEV-UP-8,not_updated,part_payment_not_handled
57329,2606,HEV-UP-9,not_updated,non_pending_in_dp_export
57330,2606,HEV-UP-9,not_updated,part_payment_not_handled
65545,2607,HEV-UP-10,not_updated,part_payment_not_handled
65546,2607,HEV-UP-10,not_updated,part_payment_not_handled
59425,2611,HEV-UP-15,not_updated,non_pending_in_dp_export
59426,2611,HEV-UP-15,not_updated,part_payment_not_handled
54836,2613,HEV-UP-17,not_updated,non_pending_in_dp_export
54837,2613,HEV-UP-17,not_updated,part_payment_not_handled
60092,2613,HEV-UP-17,not_updated,non_pending_in_dp_export
60093,2613,HEV-UP-17,not_updated,part_payment_not_handled
22935,2618,HEV-UP-22,would_update_or_updated,
22936,2618,HEV-UP-22,not_updated,combine_paid_on_missing_or_invalid
22945,2619,HEV-UP-23,would_update_or_updated,
22972,2621,HEV-UP-25,not_updated,combine_paid_on_missing_or_invalid
23030,2624,HEV-UP-30,would_update_or_updated,
23053,2627,HEV-UP-33,would_update_or_updated,
23107,2632,HEV-UP-38,would_update_or_updated,
23108,2632,HEV-UP-38,would_update_or_updated,
51218,2636,HEV-UP-42,not_updated,non_pending_in_dp_export
51219,2636,HEV-UP-42,not_updated,part_payment_not_handled
23161,2637,HEV-UP-43,would_update_or_updated,
23162,2637,HEV-UP-43,would_update_or_updated,
23280,2644,HEV-UP-52,not_updated,combine_close_type_blocked
23281,2644,HEV-UP-52,not_updated,combine_close_type_blocked
23282,2644,HEV-UP-52,not_updated,combine_close_type_blocked
23283,2644,HEV-UP-52,not_updated,combine_close_type_blocked
23383,2649,HEV-UP-59,would_update_or_updated,
23384,2649,HEV-UP-59,would_update_or_updated,
23385,2649,HEV-UP-59,not_updated,combine_paid_on_missing_or_invalid
68710,2653,HEV-UP-64,not_updated,combine_paid_on_missing_or_invalid
68711,2653,HEV-UP-64,not_updated,combine_paid_on_missing_or_invalid
23457,2655,HEV-UP-66,not_updated,combine_paid_on_missing_or_invalid
56522,2656,HEV-UP-67,not_updated,part_payment_not_handled
56523,2656,HEV-UP-67,not_updated,part_payment_not_handled
23469,2656,HEV-UP-67,not_updated,combine_paid_on_missing_or_invalid
23485,2657,HEV-UP-69,not_updated,amount_mismatch_exact_required
23492,2657,HEV-UP-69,not_updated,amount_mismatch_exact_required
23523,2659,HEV-UP-71,not_updated,combine_paid_on_missing_or_invalid
23550,2661,HEV-UP-73,would_update_or_updated,
23552,2661,HEV-UP-73,not_updated,amount_mismatch_exact_required
23553,2661,HEV-UP-73,not_updated,combine_paid_on_missing_or_invalid
23565,2662,HEV-UP-74,not_updated,combine_paid_on_missing_or_invalid
23594,2664,HEV-UP-77,not_updated,combine_close_type_blocked
23632,2666,HEV-UP-80,not_updated,combine_paid_on_missing_or_invalid
23633,2666,HEV-UP-80,not_updated,combine_paid_on_missing_or_invalid
23821,2669,HEV-UP-95,would_update_or_updated,
23913,2670,HEV-UP-103,would_update_or_updated,
24516,2677,HEV-UP-156,not_updated,combine_close_type_blocked
24706,2680,HEV-UP-171,not_updated,combine_close_type_blocked
24707,2680,HEV-UP-171,not_updated,combine_close_type_blocked
24708,2680,HEV-UP-171,not_updated,combine_close_type_blocked
64850,2681,HEV-UP-174,not_updated,part_payment_not_handled
64851,2681,HEV-UP-174,not_updated,part_payment_not_handled
24809,2682,HEV-UP-178,would_update_or_updated,
24810,2682,HEV-UP-178,would_update_or_updated,
57725,2684,HEV-UP-189,not_updated,part_payment_not_handled
57726,2684,HEV-UP-189,not_updated,part_payment_not_handled
24985,2685,HEV-UP-191,not_updated,combine_paid_on_missing_or_invalid
50302,2686,HEV-UP-214,not_updated,non_pending_in_dp_export
50303,2686,HEV-UP-214,not_updated,part_payment_not_handled
25254,2686,HEV-UP-214,would_update_or_updated,
25255,2686,HEV-UP-214,would_update_or_updated,
25256,2686,HEV-UP-214,not_updated,combine_paid_on_missing_or_invalid
25355,2688,HEV-UP-222,would_update_or_updated,
25788,2692,HEV-UP-265,would_update_or_updated,
25909,2693,HEV-UP-274,would_update_or_updated,
56534,2694,HEV-UP-275,not_updated,part_payment_not_handled
56535,2694,HEV-UP-275,not_updated,part_payment_not_handled
55826,2695,HEV-UP-280,not_updated,part_payment_not_handled
55827,2695,HEV-UP-280,not_updated,part_payment_not_handled
26355,2699,HEV-UP-310,not_updated,combine_paid_on_missing_or_invalid
26455,2700,HEV-UP-317,would_update_or_updated,
26456,2700,HEV-UP-317,would_update_or_updated,
26457,2700,HEV-UP-317,not_updated,combine_paid_on_missing_or_invalid
28828,2702,HEV-UP-507,would_update_or_updated,
66694,2702,HEV-UP-507,not_updated,non_pending_in_dp_export
66695,2702,HEV-UP-507,not_updated,part_payment_not_handled
57547,2705,HEV-UP-653,not_updated,part_payment_not_handled
57548,2705,HEV-UP-653,not_updated,part_payment_not_handled
2494,2706,HEV-UPW-5,not_updated,combine_close_type_blocked
2495,2706,HEV-UPW-5,not_updated,combine_close_type_blocked
2496,2706,HEV-UPW-5,not_updated,combine_close_type_blocked
51013,2709,HEV-000092,not_updated,non_pending_in_dp_export
51014,2709,HEV-000092,not_updated,part_payment_not_handled
64174,2714,HEV-000206,not_updated,non_pending_in_dp_export
64175,2714,HEV-000206,not_updated,part_payment_not_handled
12403,2716,HEV-000235,not_updated,amount_mismatch_exact_required
12404,2716,HEV-000235,would_update_or_updated,
23479,2730,HEV-UP-68,would_update_or_updated,
23481,2730,HEV-UP-68,not_updated,combine_paid_on_missing_or_invalid
51019,2732,HEV-UP-306,not_updated,non_pending_in_dp_export
51020,2732,HEV-UP-306,not_updated,combine_close_type_blocked
26314,2732,HEV-UP-306,not_updated,combine_close_type_blocked
26315,2732,HEV-UP-306,not_updated,combine_close_type_blocked
26316,2732,HEV-UP-306,not_updated,combine_close_type_blocked
20096,2748,HEV-000810,not_updated,combine_paid_on_missing_or_invalid
60571,2749,HEV-RJ-363,not_updated,non_pending_in_dp_export
60572,2749,HEV-RJ-363,not_updated,part_payment_not_handled
63269,2749,HEV-RJ-363,not_updated,non_pending_in_dp_export
63270,2749,HEV-RJ-363,not_updated,part_payment_not_handled
8990,2749,HEV-RJ-363,not_updated,combine_paid_on_missing_or_invalid
8950,2752,HEV-RJ-360,not_updated,combine_paid_on_missing_or_invalid
8951,2752,HEV-RJ-360,not_updated,combine_paid_on_missing_or_invalid
31478,2754,HEV-UP-730,not_updated,combine_paid_on_missing_or_invalid
31514,2766,HEV-UP-733,not_updated,combine_paid_on_missing_or_invalid
31543,2779,HEV-UP-735,would_update_or_updated,
31544,2779,HEV-UP-735,not_updated,combine_paid_on_missing_or_invalid
55834,2782,HEV-RJ-364,not_updated,non_pending_in_dp_export
55835,2782,HEV-RJ-364,not_updated,part_payment_not_handled
9002,2782,HEV-RJ-364,not_updated,combine_paid_on_missing_or_invalid
31645,2805,HEV-UP-742,would_update_or_updated,
56518,2828,HEV-UP-754,not_updated,part_payment_not_handled
56519,2828,HEV-UP-754,not_updated,part_payment_not_handled
31967,2832,HEV-UP-771,not_updated,combine_close_type_blocked
31968,2832,HEV-UP-771,not_updated,combine_close_type_blocked
31969,2832,HEV-UP-771,not_updated,combine_close_type_blocked
31827,2848,HEV-UP-759,would_update_or_updated,
31839,2850,HEV-UP-760,would_update_or_updated,
57984,2859,HEV-UP-764,not_updated,non_pending_in_dp_export
57985,2859,HEV-UP-764,not_updated,part_payment_not_handled
31901,2865,HEV-UP-766,would_update_or_updated,
31945,2875,HEV-UP-769,would_update_or_updated,
32104,2891,HEV-UP-783,would_update_or_updated,
50304,2892,HEV-UP-772,not_updated,part_payment_not_handled
50305,2892,HEV-UP-772,not_updated,part_payment_not_handled
59404,2892,HEV-UP-772,not_updated,non_pending_in_dp_export
59405,2892,HEV-UP-772,not_updated,part_payment_not_handled
31981,2892,HEV-UP-772,would_update_or_updated,
57933,2931,HEV-UP-786,not_updated,non_pending_in_dp_export
57934,2931,HEV-UP-786,not_updated,part_payment_not_handled
50312,2938,HEV-UP-782,not_updated,part_payment_not_handled
