collection_id,loan_id,application_no,reason,reason desc
26355,2699,HEV-UP-310,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
26433,845,HEV-UP-315,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
26445,846,HEV-UP-316,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
26457,2700,HEV-UP-317,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
26475,856,HEV-UP-318,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
26544,884,HEV-UP-325,combine_close_type_blocked,Loan skipped because COMBINE CLOSE_TYPE is Recovered/Closed/Return.
26545,884,HEV-UP-325,combine_close_type_blocked,Loan skipped because COMBINE CLOSE_TYPE is Recovered/Closed/Return.
26546,884,HEV-UP-325,combine_close_type_blocked,Loan skipped because COMBINE CLOSE_TYPE is Recovered/Closed/Return.
26821,955,HEV-UP-348,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
26822,955,HEV-UP-348,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
26823,955,HEV-UP-348,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
26824,955,HEV-UP-348,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
26825,955,HEV-UP-348,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
27264,1034,HEV-UP-383,amount_mismatch_exact_required,Exact match mode enabled; COMBINE Total Amount != due_amount.
27265,1034,HEV-UP-383,amount_mismatch_exact_required,Exact match mode enabled; COMBINE Total Amount != due_amount.
27266,1034,HEV-UP-383,amount_mismatch_exact_required,Exact match mode enabled; COMBINE Total Amount != due_amount.
27267,1034,HEV-UP-383,amount_mismatch_exact_required,Exact match mode enabled; COMBINE Total Amount != due_amount.
27268,1034,HEV-UP-383,amount_mismatch_exact_required,Exact match mode enabled; COMBINE Total Amount != due_amount.
27730,1141,HEV-UP-422,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
27820,1252,HEV-UP-428,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
27981,1245,HEV-UP-440,amount_mismatch_exact_required,Exact match mode enabled; COMBINE Total Amount != due_amount.
28076,1324,HEV-UP-448,amount_mismatch_exact_required,Exact match mode enabled; COMBINE Total Amount != due_amount.
28596,1467,HEV-UP-487,amount_mismatch_exact_required,Exact match mode enabled; COMBINE Total Amount != due_amount.
28597,1467,HEV-UP-487,amount_mismatch_exact_required,Exact match mode enabled; COMBINE Total Amount != due_amount.
28678,1499,HEV-UP-494,amount_mismatch_exact_required,Exact match mode enabled; COMBINE Total Amount != due_amount.
28880,1597,HEV-UP-511,amount_mismatch_exact_required,Exact match mode enabled; COMBINE Total Amount != due_amount.
28921,1604,HEV-UP-514,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
29000,1602,HEV-UP-520,combine_close_type_blocked,Loan skipped because COMBINE CLOSE_TYPE is Recovered/Closed/Return.
29001,1602,HEV-UP-520,combine_close_type_blocked,Loan skipped because COMBINE CLOSE_TYPE is Recovered/Closed/Return.
29002,1602,HEV-UP-520,combine_close_type_blocked,Loan skipped because COMBINE CLOSE_TYPE is Recovered/Closed/Return.
29135,1648,HEV-UP-530,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
29195,1673,HEV-UP-534,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
29231,1683,HEV-UP-538,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
29249,1672,HEV-UP-539,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
29270,1688,HEV-UP-541,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
29325,1508,HEV-UP-547,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
29352,1710,HEV-UP-549,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
29376,1706,HEV-UP-551,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
29430,1723,HEV-UP-556,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
29442,1739,HEV-UP-558,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
29457,1732,HEV-UP-559,amount_mismatch_exact_required,Exact match mode enabled; COMBINE Total Amount != due_amount.
29460,1732,HEV-UP-559,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
29472,1743,HEV-UP-560,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
29490,1701,HEV-UP-561,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
29799,1813,HEV-UP-586,amount_mismatch_exact_required,Exact match mode enabled; COMBINE Total Amount != due_amount.
29834,1810,HEV-UP-589,amount_mismatch_exact_required,Exact match mode enabled; COMBINE Total Amount != due_amount.
30025,1881,HEV-UP-606,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
30230,1937,HEV-UP-624,amount_mismatch_exact_required,Exact match mode enabled; COMBINE Total Amount != due_amount.
30443,2003,HEV-UP-640,combine_close_type_blocked,Loan skipped because COMBINE CLOSE_TYPE is Recovered/Closed/Return.
30444,2003,HEV-UP-640,combine_close_type_blocked,Loan skipped because COMBINE CLOSE_TYPE is Recovered/Closed/Return.
30445,2003,HEV-UP-640,combine_close_type_blocked,Loan skipped because COMBINE CLOSE_TYPE is Recovered/Closed/Return.
30584,2040,HEV-UP-652,combine_close_type_blocked,Loan skipped because COMBINE CLOSE_TYPE is Recovered/Closed/Return.
30585,2040,HEV-UP-652,combine_close_type_blocked,Loan skipped because COMBINE CLOSE_TYPE is Recovered/Closed/Return.
30586,2040,HEV-UP-652,combine_close_type_blocked,Loan skipped because COMBINE CLOSE_TYPE is Recovered/Closed/Return.
30988,2179,HEV-UP-685,amount_mismatch_exact_required,Exact match mode enabled; COMBINE Total Amount != due_amount.
31000,2162,HEV-UP-686,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
31028,2188,HEV-UP-688,amount_mismatch_exact_required,Exact match mode enabled; COMBINE Total Amount != due_amount.
31202,2225,HEV-UP-704,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
31235,2231,HEV-UP-708,combine_close_type_blocked,Loan skipped because COMBINE CLOSE_TYPE is Recovered/Closed/Return.
31236,2231,HEV-UP-708,combine_close_type_blocked,Loan skipped because COMBINE CLOSE_TYPE is Recovered/Closed/Return.
31237,2231,HEV-UP-708,combine_close_type_blocked,Loan skipped because COMBINE CLOSE_TYPE is Recovered/Closed/Return.
31238,2231,HEV-UP-708,combine_close_type_blocked,Loan skipped because COMBINE CLOSE_TYPE is Recovered/Closed/Return.
31322,2261,HEV-UP-717,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
31346,2279,HEV-UP-719,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
31359,2283,HEV-UP-720,amount_mismatch_exact_required,Exact match mode enabled; COMBINE Total Amount != due_amount.
31373,2287,HEV-UP-722,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
31400,2272,HEV-UP-724,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
31424,2212,HEV-UP-726,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
31478,2754,HEV-UP-730,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
31514,2766,HEV-UP-733,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
31544,2779,HEV-UP-735,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
31967,2832,HEV-UP-771,combine_close_type_blocked,Loan skipped because COMBINE CLOSE_TYPE is Recovered/Closed/Return.
31968,2832,HEV-UP-771,combine_close_type_blocked,Loan skipped because COMBINE CLOSE_TYPE is Recovered/Closed/Return.
31969,2832,HEV-UP-771,combine_close_type_blocked,Loan skipped because COMBINE CLOSE_TYPE is Recovered/Closed/Return.
32087,2938,HEV-UP-782,amount_mismatch_exact_required,Exact match mode enabled; COMBINE Total Amount != due_amount.
32534,3080,HEV-UP-817,amount_mismatch_exact_required,Exact match mode enabled; COMBINE Total Amount != due_amount.
32937,3180,HEV-UP-852,combine_close_type_blocked,Loan skipped because COMBINE CLOSE_TYPE is Recovered/Closed/Return.
32938,3180,HEV-UP-852,combine_close_type_blocked,Loan skipped because COMBINE CLOSE_TYPE is Recovered/Closed/Return.
32939,3180,HEV-UP-852,combine_close_type_blocked,Loan skipped because COMBINE CLOSE_TYPE is Recovered/Closed/Return.
33029,3219,HEV-UP-861,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
33047,3228,HEV-UP-862,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
33057,3231,HEV-UP-863,amount_mismatch_exact_required,Exact match mode enabled; COMBINE Total Amount != due_amount.
33058,3231,HEV-UP-863,amount_mismatch_exact_required,Exact match mode enabled; COMBINE Total Amount != due_amount.
33059,3231,HEV-UP-863,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
33257,3299,HEV-UP-882,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
33269,3292,HEV-UP-883,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
33299,3312,HEV-UP-886,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
33314,3294,HEV-UP-887,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
33344,3345,HEV-UP-889,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
33509,3365,HEV-UP-901,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
33545,3368,HEV-UP-905,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
33620,3403,HEV-UP-910,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
33650,3418,HEV-UP-916,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
33674,3445,HEV-UP-918,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
33686,3452,HEV-UP-919,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
33713,3456,HEV-UP-922,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
33725,3469,HEV-UP-923,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
33737,3458,HEV-UP-924,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
33859,3530,HEV-UP-937,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
34042,3607,HEV-UP-953,amount_mismatch_exact_required,Exact match mode enabled; COMBINE Total Amount != due_amount.
34111,1120,HEV-FINTR-2,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
34112,1120,HEV-FINTR-2,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
34113,1120,HEV-FINTR-2,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
34114,1120,HEV-FINTR-2,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
34336,3463,HEV-Litfin-1,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
34348,3461,HEV-Litfin-2,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
34358,3499,HEV-Litfin-3,amount_mismatch_exact_required,Exact match mode enabled; COMBINE Total Amount != due_amount.
34360,3499,HEV-Litfin-3,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
34372,3502,HEV-Litfin-4,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
34401,3491,HEV-Litfin-6,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
34503,3548,HEV-Litfin-14,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
34521,3561,HEV-Litfin-15,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
35041,18,HEV-000231,no_COMBINE_for_loan,No matching loan row found in COMBINE tracker for this loan.
35042,18,HEV-000231,no_COMBINE_for_loan,No matching loan row found in COMBINE tracker for this loan.
35105,53,HEV-000233,amount_mismatch_exact_required,Exact match mode enabled; COMBINE Total Amount != due_amount.
35139,2500,HEV-000326,no_COMBINE_for_loan,No matching loan row found in COMBINE tracker for this loan.
35168,553,HEV-000341,no_COMBINE_for_loan,No matching loan row found in COMBINE tracker for this loan.
35169,553,HEV-000341,no_COMBINE_for_loan,No matching loan row found in COMBINE tracker for this loan.
50294,958,HEV-UP-351,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
50301,2335,HEV-000054,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
50303,2686,HEV-UP-214,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
50304,2892,HEV-UP-772,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
50305,2892,HEV-UP-772,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
50308,1137,HEV-UP-410,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
50309,1137,HEV-UP-410,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
50312,2938,HEV-UP-782,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
50313,2938,HEV-UP-782,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
50315,2266,HEV-UPW-46,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
50317,41,HEV-UP-85,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
50437,3672,HEV-UP-963,combine_total_amount_not_usable,COMBINE Total Amount is blank/NA/non-numeric for this EMI.
50438,3672,HEV-UP-963,combine_total_amount_not_usable,COMBINE Total Amount is blank/NA/non-numeric for this EMI.
50468,3700,HEV-UP-977,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
50557,3626,HEV-UP-962,combine_total_amount_not_usable,COMBINE Total Amount is blank/NA/non-numeric for this EMI.
50558,3626,HEV-UP-962,combine_total_amount_not_usable,COMBINE Total Amount is blank/NA/non-numeric for this EMI.
50782,3706,HEV-UPW-157,combine_close_type_blocked,Loan skipped because COMBINE CLOSE_TYPE is Recovered/Closed/Return.
50783,3706,HEV-UPW-157,combine_close_type_blocked,Loan skipped because COMBINE CLOSE_TYPE is Recovered/Closed/Return.
50856,3613,HEV-001004,amount_mismatch_exact_required,Exact match mode enabled; COMBINE Total Amount != due_amount.
50870,3514,HEV-001003,amount_mismatch_exact_required,Exact match mode enabled; COMBINE Total Amount != due_amount.
50871,3514,HEV-001003,amount_mismatch_exact_required,Exact match mode enabled; COMBINE Total Amount != due_amount.
50886,3584,HEV-Litfin-21,amount_mismatch_exact_required,Exact match mode enabled; COMBINE Total Amount != due_amount.
51014,2709,HEV-000092,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
51018,1918,HEV-UP-619,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
51020,2732,HEV-UP-306,combine_close_type_blocked,Loan skipped because COMBINE CLOSE_TYPE is Recovered/Closed/Return.
51027,3726,HEV-Litfin-33,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
51028,3726,HEV-Litfin-33,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
51219,2636,HEV-UP-42,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
51221,530,HEV-000371,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
51627,505,HEV-RJ-155,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
51786,22,HEV-000203,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
51790,567,HEV-000402,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
51877,818,HEV-RJ-198,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
51879,2544,HEV-RJ-31,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
52016,3829,HEV-001039,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
52159,11,HEV-000216,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
52163,577,HEV-RJ-160,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
52165,632,HEV-RJ-167,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
52169,1289,HEV-RJ-262,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
52171,288,HEV-RJ-134,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
52173,2486,HEV-000261,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
52175,292,HEV-RJ-151,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
52177,1354,HEV-RJ-270,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
52179,377,HEV-000335,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
52181,1293,HEV-000586,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
52368,1970,HEV-000764,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
52617,3877,HEV-UP-1024,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
52700,295,HEV-RJ-126,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
52702,2349,HEV-000072,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
52704,496,HEV-000357,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
52746,1209,HEV-RJ-247,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
52748,2403,HEV-000142,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
52750,1445,HEV-000638,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
52754,657,HEV-000437,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
52864,3897,HEV-Litfin-44,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
52937,3773,HEV-UP-1030,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
53287,2010,HEV-UP-658,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
53302,103,HEV-RJ-74,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
53304,8,HEV-000221,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
53306,1973,HEV-FINTR-4,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
53310,1300,HEV-000629,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
53312,2404,HEV-000144,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
53314,380,HEV-RJ-130,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
53352,3932,HEV-Litfin-50,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
53353,3932,HEV-Litfin-50,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
53552,3788,HEV-001035,combine_close_type_blocked,Loan skipped because COMBINE CLOSE_TYPE is Recovered/Closed/Return.
53553,3788,HEV-001035,combine_close_type_blocked,Loan skipped because COMBINE CLOSE_TYPE is Recovered/Closed/Return.
53609,3304,HEV-000956,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
53732,3964,HEV-UPW-210,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
53750,3982,HEV-UPW-213,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
53834,1422,HEV-000681,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
53963,3992,HEV-UP-1052,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
54023,3991,HEV-Litfin-52,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
54035,4000,HEV-UP-1054,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
54101,3956,HEV-001068,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
54113,3983,HEV-001072,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
54308,2153,HEV-000796,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
54324,747,HEV-UP-293,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
54325,747,HEV-UP-293,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
54341,6,HEV-000223,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
54440,4019,HEV-UP-1059,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
54581,3938,HEV-UPW-204,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
54599,2570,HEV-RJ-73,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
54600,4023,HEV-001076,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
54601,4023,HEV-001076,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
54613,3971,HEV-001067,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
54627,381,HEV-RJ-117,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
54664,519,HEV-RJ-135,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
54711,4039,HEV-UP-1062,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
54801,3968,HEV-UPW-217,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
54818,4008,HEV-UPW-223,combine_close_type_blocked,Loan skipped because COMBINE CLOSE_TYPE is Recovered/Closed/Return.
54819,4008,HEV-UPW-223,combine_close_type_blocked,Loan skipped because COMBINE CLOSE_TYPE is Recovered/Closed/Return.
54837,2613,HEV-UP-17,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
54846,1585,HEV-RJ-294,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
54859,2200,HEV-FINTR-11,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
54861,7,HEV-000222,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
54863,4063,HEV-Litfin-58,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
54875,4061,HEV-UPW-228,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
54905,4032,HEV-UP-1065,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
54966,74,HEV-UP-98,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
55000,4073,HEV-UPW-233,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
55024,4055,HEV-001082,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
55036,3292,HEV-UP-883,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
55038,1179,HEV-UP-415,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
55040,1657,HEV-UP-532,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
55042,734,HEV-000453,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
55094,4085,HEV-UP-1069,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
55106,4066,HEV-UPW-230,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
55118,4071,HEV-UP-1070,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
55159,2205,HEV-UP-695,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
55161,724,HEV-UP-292,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
55163,3228,HEV-UP-862,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
55165,165,HEV-RJ-89,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
55186,4088,HEV-001085,amount_mismatch_exact_required,Exact match mode enabled; COMBINE Total Amount != due_amount.
55315,2314,HEV-000023,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
55353,4041,HEV-UP-1068,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
55365,4049,HEV-Litfin-59,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
55421,4109,HEV-Litfin-60,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
55439,2279,HEV-UP-719,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
55509,729,HEV-RJ-182,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
55640,1258,HEV-RJ-256,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
55670,2358,HEV-000085,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
55757,4156,HEV-UPW-251,amount_mismatch_exact_required,Exact match mode enabled; COMBINE Total Amount != due_amount.
55825,3450,HEV-000975,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
55826,2695,HEV-UP-280,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
55827,2695,HEV-UP-280,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
55835,2782,HEV-RJ-364,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
55845,4090,HEV-UPW-256,amount_mismatch_exact_required,Exact match mode enabled; COMBINE Total Amount != due_amount.
56106,1793,HEV-UP-585,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
56107,1475,HEV-000646,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
56108,1475,HEV-000646,combine_paid_on_missing_or_invalid,"COMBINE Paid On for this EMI is blank/invalid, so not eligible."
56138,860,HEV-RJ-202,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
56331,1778,HEV-UP-572,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
56333,1420,HEV-UP-473,part_payment_not_handled,Part payment subtype is intentionally skipped by policy.
