2026-05-18 12:27:40,014 | INFO | closed_loan_backfill.script_5_collection_status_update | loaded 5 env vars from /home/prince/Desktop/BACKFILL/.env
2026-05-18 12:27:40,031 | INFO | closed_loan_backfill.script_5_collection_status_update | loaded 18 rows from /home/prince/Desktop/BACKFILL/closed_loan_backfill/generated_sheets/script_4/script_4_settlement_apply_status_latest.xlsx
2026-05-18 12:27:40,160 | INFO | closed_loan_backfill.script_5_collection_status_update | script_5 merged script_4 output with closed-loan sheet: script_4_rows=18 merged_ok=18 merge_failed=0
2026-05-18 12:27:40,523 | INFO | closed_loan_backfill.script_5_collection_status_update | === script_5_collection_status_update summary ===
2026-05-18 12:27:40,524 | INFO | closed_loan_backfill.script_5_collection_status_update | loaded records: 18
2026-05-18 12:27:40,524 | INFO | closed_loan_backfill.script_5_collection_status_update | success count: 0
2026-05-18 12:27:40,524 | INFO | closed_loan_backfill.script_5_collection_status_update | failed count: 18
2026-05-18 12:27:40,524 | INFO | closed_loan_backfill.script_5_collection_status_update | failed by reason: {'settlement amount present but settlement collection (installment=-1) missing': 5, 'pending EMI remains after update: 12': 3, 'pending EMI remains after update: 13': 3, 'pending EMI remains after update: 10': 2, 'pending EMI remains after update: 6': 2, 'pending EMI remains after update: 11': 1, 'pending EMI remains after update: 14': 1, 'pending EMI remains after update: 9': 1}
2026-05-18 12:27:40,524 | INFO | closed_loan_backfill.script_5_collection_status_update | skipped count: 0
2026-05-18 12:27:40,524 | INFO | closed_loan_backfill.script_5_collection_status_update | audit files: {'success': PosixPath('/home/prince/Desktop/BACKFILL/closed_loan_backfill/generated_sheets/script_5/script_5_final_status_success_20260518_065740.xlsx'), 'failed': PosixPath('/home/prince/Desktop/BACKFILL/closed_loan_backfill/generated_sheets/script_5/script_5_final_status_failed_20260518_065740.xlsx'), 'skipped': PosixPath('/home/prince/Desktop/BACKFILL/closed_loan_backfill/generated_sheets/script_5/script_5_final_status_skipped_20260518_065740.xlsx')}
